bmi_drift,year,avg,bmi_avg,delta,percent_increase
-0.2,1,0.03200626437073722,0.04327886635374622,0.011272601983009004,35.219986476507884
-0.2,1,0.030195060088169575,0.03166625997254349,0.0014711998843739153,4.872319777069523
-0.2,1,0.030247379273448886,0.03399667092708736,0.003749291653638468,12.39542645907703
-0.2,1,0.033869099202742545,0.03916800475213707,0.005298905549394524,15.645250904592833
-0.2,1,0.031503972469755434,0.04267380257123637,0.011169830101480935,35.455306825843124
-0.2,1,0.03311301603213473,0.04008688599476074,0.006973869962626015,21.06081172387977
-0.2,1,0.032258048282397325,0.03930341678945104,0.007045368507053713,21.84065336308103
-0.2,1,0.03265803166168493,0.04108891194330102,0.008430880281616088,25.815641214860374
-0.2,1,0.03306042963462438,0.04035925314923066,0.007298823514606279,22.077219187019214
-0.2,1,0.031200682791716318,0.03972020564996615,0.008519522858249834,27.305565442663138
-0.2,1,0.03105515032303396,0.03898191910412462,0.007926768781090658,25.524812144320187
-0.2,1,0.03150470179994514,0.03568560977785708,0.0041809079779119365,13.270742901998256
-0.2,1,0.03155488587397975,0.03505644460522341,0.0035015587312436586,11.09672443509313
-0.2,1,0.03276119504385018,0.03493573126246211,0.0021745362186119353,6.637536316063453
-0.2,1,0.03170039404092974,0.03901300805154176,0.007312614010612019,23.067896257599795
-0.2,1,0.032258015814982915,0.03721955068558412,0.004961534870601207,15.380781319775782
-0.2,1,0.03170741404900154,0.037343380746421725,0.00563596669742018,17.774917527838106
-0.2,1,0.0324593302205926,0.04165519908953636,0.009195868868943762,28.330433211187422
-0.2,1,0.03125146255335017,0.0358982943660138,0.004646831812663628,14.869165898174863
-0.2,1,0.03225885998899877,0.038823120747335786,0.006564260758337015,20.348706558680686
-0.2,1,0.03170529176417302,0.03985117263006566,0.00814588086589264,25.69249615011424
-0.2,1,0.030901026628733223,0.0369012630295937,0.006000236400860475,19.41759564480352
-0.2,1,0.03266156528916053,0.040570291752506336,0.007908726463345797,24.21416852905849
-0.2,1,0.030396895893147865,0.03588768085624659,0.0054907849630987295,18.06363709768297
-0.2,1,0.03326313352808118,0.03960528591111682,0.006342152383035635,19.066611321153815
-0.2,1,0.031102868459527266,0.04131093362709997,0.010208065167572705,32.82033353565441
-0.2,1,0.029339385734918903,0.032004346636845565,0.002664960901926661,9.08321982608824
-0.2,1,0.032559176428967905,0.04214935726872165,0.009590180839753746,29.454617381603555
-0.2,1,0.0332648744565521,0.035886346267912955,0.0026214718113608555,7.880600345523048
-0.2,1,0.03215969730628564,0.03965741947495811,0.007497722168672469,23.314032147955068
-0.2,1,0.03119884584398665,0.037739076117671556,0.006540230273684904,20.963051987211536
